,idx,beta,pval,cilb,ciub,i2,tau2
PTGS1,14998,-0.776887093450675,0.0194735044895687,-1.4286203277306,-0.125153859170752,98.9244164852359,2.32762568755907
LPAR5,10247,0.584783561836425,0.0194926830276034,0.094129328072927,1.07543779559992,98.0758824398319,1.35538534076043
CR2,25572,-1.34416325284066,0.0194940942432041,-2.47197716215088,-0.216349343530438,95.7867343955928,6.26869854730429
SCNN1G,15535,-2.34880601951046,0.0194963733629751,-4.31959764477187,-0.378014394249051,99.6115784323642,21.2854257590917
CTRC,13410,0.793079089038577,0.0195634746066121,0.127270983549068,1.45888719452809,88.2797631590642,2.07156492985267
FPGS,11293,0.240500562905163,0.019639739839334,0.0384688098622079,0.442532315948117,97.734703931566,0.225115079363788
KDM2A,16317,0.111448564284338,0.0197658649887694,0.0177302493994412,0.205166879169234,93.4904783051158,0.0445339906820588
C9orf47,22489,-0.647639699657394,0.0198392944159777,-1.19257186945087,-0.102707529863918,98.6261977085766,1.70440601924372
PRSS1,30616,1.73346021413593,0.0200887688714925,0.271963939687032,3.19495648858484,96.5201815753915,11.3817602761189
PANX1,9349,0.171487249793321,0.0202314910944551,0.0267392092770146,0.316235290309627,94.9353445668762,0.104318938756807
MBTPS1,1681,-0.0901517130950143,0.0203399394836086,-0.166312398613684,-0.0139910275763449,94.3463258986679,0.0308311948001671
MAPK8,15095,-0.152101578919249,0.0203969105454458,-0.280656154201861,-0.0235470036366368,96.9343351856089,0.0894785012171041
PRKD3,8339,-0.350330273116406,0.0204356421998149,-0.646516704776593,-0.054143841456219,98.9029698535595,0.504925710236239
B4GALNT1,7004,0.818882316879996,0.0205704588082409,0.125819042614643,1.51194559114535,99.0031943069345,2.72543466631658
PLA2G5,15827,-0.984024149977888,0.02057127920611,-1.81686106432218,-0.151187235633592,98.6623583717891,3.64670715918422
F2RL2,781,0.684545696877476,0.0208520115391415,0.103893939304194,1.26519745445076,96.0667127452824,1.83936736948357
KMT5A,20852,0.159639378323244,0.020985204314811,0.0240876159024101,0.295191140744078,96.8962731852068,0.0962504082436007
GUCY1A2,15928,-0.727507185908399,0.021050286853023,-1.34555556920792,-0.10945880260888,98.7632651698707,2.16682019413991
RAB5A,18503,-0.132447960687982,0.0210739398158318,-0.2449888429465,-0.0199070784294633,96.4755078086773,0.0676146082267249
NDUFA10,15546,-0.181301861770802,0.0210784035042874,-0.335359191426304,-0.0272445321153012,98.0380576744964,0.13528630194572
EIF4G1,21824,0.230019835957729,0.0213305713661272,0.0341837735198461,0.425855898395612,98.255063641263,0.217255372992544
TLR9,29106,-0.722300441929541,0.0213976992484101,-1.33757592973786,-0.107024954121222,89.0601175729599,1.80473033563446
SREBF1,12196,0.435948295672647,0.0214869707818844,0.0643409330131527,0.80755565833214,98.5040333124286,0.788488651966907
NOD2,3618,0.54298116119864,0.0215950989738768,0.0797546845330924,1.00620763786419,98.0107118603332,1.21643343064492
ORAI1,30552,0.220948660058698,0.0216436933544654,0.0323836798696875,0.409513640247709,96.8835174711802,0.190438737515197
SYP,30665,-0.779574266985738,0.0216587127756122,-1.44496521682537,-0.114183317146105,99.4577158652505,2.57461221772488
PSMC5,16706,0.137796442785453,0.0216590080334167,0.0201826166723485,0.255410268898558,96.4208764645253,0.0745351437621239
CD80,11089,0.686696295120736,0.0216838973203025,0.100467122762394,1.27292546747908,97.0869700373336,1.79411393391146
GALR2,5524,0.828408549931848,0.0216946936404499,0.121142201101303,1.53567489876239,93.5965050558361,2.6207850362011
ATP4B,18682,-1.40812778840462,0.0217611008843922,-2.61094548188819,-0.205310094921044,96.9759171425305,6.96725285791329
PIM1,23839,-0.30655279550255,0.0221693686344832,-0.569217128400496,-0.0438884626046035,93.1214545726151,0.326615288316356
CPS1,15564,-1.11535630907194,0.0221742107909608,-2.07106429928365,-0.159648318860226,99.2483686854374,5.25577917506953
BSG,20019,0.285614464379627,0.0222454975184498,0.0407512151461461,0.530477713613107,98.3088018698095,0.342028290180109
KCNK10,9261,-0.923665528908097,0.0224013230066226,-1.71646448988814,-0.130866567928053,96.2006458461564,3.23308964024297
PTPN13,24947,-0.558993469297546,0.0224979005212903,-1.0391322390609,-0.078854699534195,98.5704497656324,1.27528831218707
TPSD1,23809,-1.00033895885629,0.0225344973963559,-1.85979782402897,-0.140880093683621,88.2547553878683,3.55791701379532
ATF2,8154,-0.108460406850545,0.0227270169267499,-0.201778747181947,-0.0151420665191427,94.3830759491631,0.0445300427340732
MT-ND4,27300,-0.396693499566367,0.0227579353725029,-0.738082675115197,-0.055304324017537,97.3797236491535,0.638184774964794
TNFRSF17,1882,-1.03837876662024,0.022787871354941,-1.93219063180115,-0.144566901439327,94.4609648984305,3.94666136017935
LTF,2764,-1.12388604500571,0.0230675691680834,-2.09328395813257,-0.154488131878854,97.6522386318953,5.0718356087119
LUM,15056,-0.958894875845861,0.0230883862614643,-1.78610663336036,-0.131683118331361,98.8868758861464,3.80689804599183
CP,3166,-1.2626028483113,0.0232006850500578,-2.35270512151713,-0.172500575105469,98.9896429616269,6.7082316636393
KLRC1,21550,-0.635000583133197,0.0234091623437867,-1.18407355154504,-0.0859276147213575,94.4521260999254,1.42330688486597
ADSS,23267,0.221863727070515,0.0235937308171938,0.0297673672409159,0.413960086900114,98.5581408563822,0.212353099664899
WNK3,30813,-0.634744240773242,0.023626407219829,-1.18445394680979,-0.085034534736692,98.5921532616278,1.69874946029254
MARK2,16746,0.243960576396487,0.023644529256126,0.0326551233180855,0.455266029474889,98.9663472116743,0.255408679038277
CD244,4377,-0.597652794912168,0.0236519785645688,-1.11533494611617,-0.07997064370817,97.2766199144717,1.42479368838184
ITPKA,28073,0.998847788436569,0.0236945735067188,0.133389764530097,1.86430581234304,99.0870261167013,4.23652159061086
MAP3K8,5710,-0.389808984181223,0.0238278686958856,-0.727883149796485,-0.0517348185659612,96.6826100828097,0.599498551580312
AQP10,21598,-1.22980726013925,0.0238715070838934,-2.29672809555611,-0.162886424722395,95.3217837586545,5.70353021732874
COL3A1,12774,0.782271529573041,0.0239190988132397,0.103381069380324,1.46116198976576,98.0707815853498,2.4664433162498
USP1,25272,0.215857435298646,0.0239609922243498,0.0284708670555786,0.403244003541713,98.0867127647765,0.194105619401246
MET,17878,0.632209474398619,0.0239802674642618,0.0833111987360063,1.18110775006123,99.0531045234941,1.67438819407592
PRMT5,23028,0.207487421181125,0.0240310463997373,0.0272773654250063,0.387697476937243,98.2336874244774,0.18526521959788
ADRA2C,16294,-0.967836727730116,0.0243707918835051,-1.81045285703311,-0.125220598427125,98.9739831933727,4.04734857591305
EPHB1,6418,-0.679514622567899,0.0244841393252651,-1.27158228262155,-0.0874469625142456,97.879700734043,1.95430186724854
CD22,17905,-0.842228593757041,0.0245065133878886,-1.5761853238644,-0.108271863649684,97.5784899079243,2.88606346227413
MAP3K5,12389,-0.358804203058662,0.0245340383155729,-0.671542827894248,-0.0460655782230761,98.2576008431467,0.543806652695
F12,27002,1.18330975632464,0.0245814673808634,0.151579379650631,2.21504013299864,99.2842328207412,6.04240639395818
SLC6A4,26824,-1.16736601851122,0.0246521738197503,-2.18569661861301,-0.149035418409423,99.0859307524282,6.02432501335459
BDKRB2,12786,-0.666080721249439,0.0247820175572267,-1.24764864119769,-0.0845128013011852,98.2030894152489,1.81646522113765
MSH6,19178,0.253302534750336,0.0249452227487508,0.0318892859200116,0.47471578358066,98.7872664848862,0.269824887623019
NPTN,22391,-0.30272916401212,0.025094490265433,-0.567618812836383,-0.0378395151878567,99.134726658829,0.394677422349187
NECTIN4,28824,1.32499807305918,0.025309311766021,0.163908919351985,2.48608722676638,99.3803339372919,7.39555971557395
IGF2,10046,-1.01106551866052,0.0253606166327943,-1.89736769562412,-0.124763341696921,98.8345095904079,4.4652947330858
MYO9B,7831,0.23406685471844,0.0254394066205934,0.0287730938907537,0.439360615546126,97.0544009930168,0.221629275343502
HDAC1,16590,0.276540926731415,0.0255523128962687,0.0338079867567167,0.519273866706113,98.7799276310003,0.331632853214759
CTSC,1659,0.466190534417916,0.0256996985259263,0.0565843267397201,0.875796742096112,98.6527754932286,0.957990894974411
CUBN,5523,-0.712406830257321,0.0257133070108392,-1.33840219586887,-0.0864114646457702,98.7196732992103,2.16173752667683
BMP1,16483,0.499872949978272,0.0257836841077703,0.0604232956308902,0.939322604325654,98.964058978282,1.06707204752803
PSMA2,27385,0.199880947132664,0.0260525690373011,0.0238430850487872,0.37591880921654,96.0501851318663,0.167220468211674
CSF2RB,30591,-0.41149062461816,0.026067955177776,-0.773933354322358,-0.0490478949139614,96.8371646362962,0.726105145868409
SDHB,24824,-0.296526669987128,0.0261604543715143,-0.557870301338402,-0.0351830386358538,98.8765784315851,0.398546905343773
ABCC5,12284,0.436831666534201,0.0262845298013343,0.051511543439193,0.822151789629208,98.6430406509788,0.843280697928517
TNFRSF8,20461,-0.432545674035704,0.0266212071427992,-0.81493782454608,-0.0501535235253272,95.2908880919534,0.767238184417629
YWHAE,3491,0.143537229942098,0.0266259086828289,0.0166391549073441,0.270435304976851,97.3811730235286,0.0876468733568288
CD38,16550,-0.52399098619801,0.0267380228502221,-0.98758219895006,-0.0603997734459602,96.1559818534988,1.140528061241
HP,6316,-1.59102942289909,0.0267802227523107,-2.99905369017524,-0.183005155622934,98.7127778327948,11.0327739128323
TRPC5,4347,-1.43519752120536,0.0268355785962,-2.70577612555647,-0.16461891685425,96.3403589323577,8.40904331049854
SOS1,12750,-0.135309291370713,0.0269993764284277,-0.255227049063059,-0.0153915336783671,94.3108874486079,0.0766009988428482
MAPK12,12911,0.443378773924065,0.0271447891941936,0.0500616417881646,0.836695906059965,97.5752368192607,0.855091877970236
PTK2B,18159,-0.329296394249094,0.027165743078862,-0.621451982244218,-0.0371408062539702,98.374862446439,0.461460761682512
ACTG1,6960,0.186910884118008,0.0275163594815298,0.0207041107625567,0.353117657473459,95.8210914187417,0.142297103273624
ASXL1,7076,0.213632352592628,0.0278622587227297,0.0232413720366773,0.404023333148579,98.3801776606473,0.204033720692464
GPX1,7128,0.352085781276297,0.0279505003419161,0.0381269123191253,0.666044650233468,97.9808083516377,0.553777067443374
ERCC4,28267,-0.139814670283837,0.0279847850756514,-0.264516271310866,-0.0151130692568083,94.4051935774724,0.0808230880220381
FCGR3A,5779,0.750419379926259,0.02806709686215,0.0807643672579683,1.42007439259455,98.6237166067531,2.59365038995002
NDUFS8,3829,0.260453068780766,0.028201182836586,0.0278332749616871,0.493072862599845,97.2583704517689,0.303025932623786
KCNH5,4513,-1.32531134018032,0.0282523708537484,-2.50937778592686,-0.141244894433782,96.1979679462823,7.63221702164601
BACE2,23836,0.440910186629919,0.0284354589451579,0.0465336236409915,0.835286749618847,98.324746317019,0.863382761454213
MGMT,15684,-0.31563954161717,0.028490849201802,-0.598065134459446,-0.0332139487748946,97.5928321633547,0.448662743241444
CXCL8,8257,0.843162109629764,0.0285622975103725,0.0883843697513182,1.59793984950821,96.4932806811827,2.96781315863643
ARAF,26181,-0.150176653517565,0.0286092204997328,-0.284650721000174,-0.0157025860349561,97.2855200019962,0.0990965055021073
GABRG3,12623,-1.14864647765107,0.0286135562329906,-2.17721761861948,-0.120075336682662,96.6686964044369,5.66404370311667
NDUFAB1,12557,0.18315554044819,0.0286262376144332,0.0191333500858172,0.347177730810562,95.664332160891,0.14574846825972
SLC5A4,4611,-0.737270996033075,0.0287973451013492,-1.39823146526374,-0.0763105268024105,97.4261141661825,2.29396973958776
BRD7,2633,0.0918395181587561,0.0291725136839012,0.00931316276910885,0.174365873548403,96.04980666512,0.0353577065506412
DOT1L,23517,0.269858565331858,0.0292141553517147,0.0273029362295988,0.512414194434118,97.1686163069489,0.325624707695064
ERN1,10667,-0.281207272064498,0.0292989975509322,-0.534096145397098,-0.0283183987318983,97.1556849007051,0.350042562316088
GABRP,28400,-1.07873677582376,0.0293027096954664,-2.04886385112367,-0.108609700523841,97.8867887687328,5.14460336868836
ELN,2527,-0.663050859468341,0.0294196644787133,-1.25977492324705,-0.066326795689632,98.1305634240486,1.92679013421927
GTF2B,22507,-0.141766124982209,0.0294989104628651,-0.269413287286269,-0.0141189626781486,96.5278689712731,0.0869151467595028
CDK8,417,0.166175746250633,0.0295003333894796,0.0165486883355913,0.315802804165675,97.1023436836287,0.11748193166862
SMTN,27923,-0.555934194841384,0.029812185253804,-1.0574635358592,-0.0544048538235682,98.8392618328294,1.37666196174912
SERPINA6,13310,-1.34756777350902,0.03026918805761,-2.56664158985549,-0.128493957162557,98.0096485452645,7.54341982033478
RAB27A,27681,-0.434692106469939,0.0304499002242087,-0.82836435290112,-0.0410198600387587,98.9772404019761,0.89144494303546
MTRR,3912,-0.165767836832002,0.0306775985633991,-0.316098450312254,-0.0154372233517496,96.7966896848217,0.118362957164337
ATM,24644,-0.197944228505016,0.0307841359850495,-0.37756930276055,-0.0183191542494828,95.7579995297348,0.169557617442355
FGR,10867,-0.47643570379525,0.0312728661596384,-0.910037146724771,-0.0428342608657281,98.2345484351372,1.07040154289059
PDE9A,17293,-0.565985864238899,0.0313609736459052,-1.08135469989696,-0.0506170285808325,98.9975742741796,1.51733294331389
FCGR2A,7190,0.48412105828398,0.0314701843078143,0.0430117053837628,0.925230411184197,97.7575547711988,1.08703665142834
CX3CL1,6772,-0.517821720490196,0.0315210063107162,-0.989778799555435,-0.0458646414249576,98.4291231622521,1.24944079595287
EPHA1,21643,0.537169896005149,0.0318663262681902,0.0465861400468305,1.02775365196347,98.8618729464569,1.32035142105153
SLC15A4,16688,0.253180479611121,0.0320846414701206,0.02166272777725,0.484698231444992,99.1669266530111,0.310468724678674
ENO2,18806,0.649403831533421,0.0322244764763191,0.0550821971141383,1.2437254659527,99.1269877934016,1.98695497162564
OXTR,29714,0.76484350124865,0.0322744050692165,0.0646711972905347,1.46501580520677,98.4946228798959,2.78189281704582
RARG,4799,0.361799760849892,0.0323134085554537,0.0305171114394542,0.693082410260329,98.1152409119661,0.593791059581546
TEAD1,26537,-0.346935775639982,0.0326915895501797,-0.665301494106939,-0.0285700571730245,98.0050035848054,0.539004530939314
GPD2,22624,0.267731748137993,0.0327383600713344,0.0219816687420689,0.513481827533918,98.2887540993566,0.335323279201505
DMPK,28045,-0.382935507767877,0.032800407378122,-0.734555792805223,-0.0313152227305315,97.6879655936873,0.6603157054914
TRPC1,25345,-0.611346588229251,0.0330682696871852,-1.17355907786237,-0.0491340985961286,99.232859704878,1.82238476137486
PKD2L1,26022,1.04921069694493,0.0331458542131391,0.0838990104056816,2.01452238348419,97.673371127429,4.99788256851491
GNMT,26369,-0.801731394534283,0.0333804462095357,-1.54033606275681,-0.0631267263117583,98.6436874193093,3.14447521844043
ADAMTS5,28171,-0.731503262332645,0.0337303683047003,-1.40674149211025,-0.0562650325550439,98.8866472761006,2.53798970589031
MAT1A,1860,-1.25407955580239,0.0342048992806988,-2.41477807265411,-0.0933810389506768,98.8986128641966,7.75366089826214
PIK3R6,18230,0.51138159830174,0.034666546042193,0.0368648477743587,0.985898348829122,97.7023256178224,1.25157129734056
NDUFB9,9725,0.211713872355673,0.0347858831295125,0.0151328216179138,0.408294923093432,96.6229240717276,0.214270655244971
PIGF,23361,0.19719233667141,0.0349051561737373,0.013974625786679,0.38041004755614,97.9794886067884,0.182274911957774
S1PR5,12638,0.729737776229114,0.0350034914361824,0.0513487688826691,1.40812678357556,98.6146356021396,2.55847443885795
CTSA,31,0.291813417233768,0.0350843208434908,0.0204135061630291,0.563213328304507,98.4017038204492,0.406346888003991
GATA2,27660,-0.634291175341954,0.0351973355945122,-1.22457615778435,-0.0440061928995535,98.8143862641603,1.98988610087402
SPARC,13440,0.528472182746811,0.0352818899734354,0.0364374068782494,1.02050695861537,98.5562136268593,1.30250257981307
GRM4,10645,0.943832064440146,0.0353384680215651,0.0648045980661131,1.82285953081418,97.5155993408304,4.22998442666392
MAP3K7,28919,0.095275095362858,0.0354658601771188,0.00648011312157645,0.18407007760414,95.3161821045217,0.0408969058871074
DRD4,12256,0.371217943896453,0.035541926196648,0.0251052176710593,0.717330670121846,95.3322506631789,0.626551738494709
HTR1B,24772,-1.22099654550292,0.0355695873920994,-2.35958894749341,-0.0824041435124245,97.6465984534368,7.02520686051843
EEF1A1,16280,-0.308274770716794,0.035710687498068,-0.595964325533128,-0.0205852159004596,98.9219599165094,0.479305501603401
XRCC5,7162,0.123759602214316,0.0357785550979205,0.00822168806203348,0.239297516366599,97.6239224783628,0.0736058806025072
CASP8,7471,0.276489760309759,0.0358120777559668,0.0183211816684898,0.534658338951028,98.552198918435,0.356793500172146
HRH2,28877,-0.593428538105861,0.0359212161768123,-1.14786104920683,-0.0389960270048895,96.8705797049531,1.64422125771272
KLK14,16847,0.420313047976514,0.0361553921431529,0.0271247797278117,0.813501316225216,87.2120787448912,0.710012242662132
CYP3A43,14766,-1.0183620658738,0.036203848961505,-1.97125229756268,-0.0654718341849169,95.1208995527689,4.4872352947999
CAV1,23428,-0.905529577719009,0.0362304705133679,-1.75296249744393,-0.0580966579940866,99.3318197603174,4.03167152737953
IL17RC,15705,-0.262945164638578,0.0362886994431244,-0.509097210396433,-0.0167931188807224,98.463230196197,0.335855779364754
THBS2,30431,0.6512390222882,0.0365274722983436,0.0408129104440397,1.26166513413236,97.6434670969793,2.02831195166914
COL4A2,27918,0.555753821488417,0.0366579961975922,0.0344664393988343,1.077041203578,98.212793609502,1.46853369135567
CALM1,16922,-0.374012141230267,0.0367187372435815,-0.724942375377367,-0.023081907083168,99.3883835364388,0.716805336818706
CAMK2G,22143,-0.338227241552098,0.0370279646794437,-0.65610176878978,-0.0203527143144157,99.0484590809728,0.551451641526972
MAP3K20,21020,-0.455797051945302,0.0370452565429586,-0.884205827216324,-0.0273882766742794,98.7910738500542,0.987715453116393
NR1D2,15904,-0.313512503106532,0.0370612039218036,-0.608211268596339,-0.0188137376167242,97.2097195282876,0.481849209996435
IL1A,21578,1.02290264206001,0.0372073400007272,0.0606420382618934,1.98516324585813,96.4962203860505,4.75569859356742
INPP1,14907,-0.257357090440101,0.0374624739793521,-0.499782014591958,-0.014932166288245,97.7967250900683,0.320845923526047
PTK6,17347,0.64105186518082,0.0377634752876222,0.036242573293637,1.245861157068,98.1957501871392,1.9729687811127
PKN2,29345,-0.165520833637815,0.0377970434562867,-0.3217111226621,-0.00933054461353042,97.0329422471145,0.132768377346018
S100B,18767,-0.747254953436942,0.0378356729087919,-1.45252860476415,-0.0419813021097381,97.7556806216118,2.71560537665292
CA5B,5952,-0.279939598230393,0.0378373947487315,-0.544154367205637,-0.0157248292551498,97.943591623353,0.392921852311538
CFTR,19381,-1.19359964624846,0.037856290293752,-2.32026311006483,-0.0669361824320944,98.9783272072274,6.99193353123906
PROKR1,22087,-1.09137358841311,0.038037869604469,-2.12251756119301,-0.0602296156332052,95.9880674670604,5.81706149282709
COL11A2,22548,0.295899897765907,0.0383042489507106,0.0159435312742602,0.575856264257553,91.1158281884233,0.399306254061488
FBP2,7441,-1.50161796829273,0.038598546337661,-2.92448510814587,-0.0787508284395881,97.6589787508757,10.9005017317918
PDPK1,11893,-0.171881580436157,0.0386075880549997,-0.334756583660019,-0.00900657721229556,97.1927318625357,0.142451524308937
CYP2E1,320,-0.929714515648815,0.0388569916570515,-1.81184096823652,-0.0475880630611095,99.2198030743233,4.54965589114696
XPNPEP3,6502,0.226861811217575,0.0389311315046415,0.0115303425796791,0.442193279855471,98.6535559573096,0.264043618798857
GLRB,14249,-0.575654168413175,0.0390213253661859,-1.12230254260893,-0.0290057942174167,98.174540447798,1.61024433159025
MAP3K14,15720,-0.309223167846217,0.0390394202991164,-0.602892489710228,-0.0155538459822053,97.375206736866,0.473108526639733
ADAM10,19760,0.184531127037729,0.0390776690864827,0.00924763576742924,0.359814618308029,97.4668896472731,0.164586082813763
PIM2,25757,0.25758798356149,0.0392066237561319,0.0127478718664811,0.5024280952565,95.4572345873304,0.302969990047427
GPR183,20286,-0.486546200370207,0.0392469282550218,-0.949108453655363,-0.0239839470850515,97.0061453163787,1.12511852051036
MERTK,15492,-0.356414257301177,0.0396810490503024,-0.696006299468768,-0.0168222151335864,98.3588190835232,0.618958962756932
RET,22701,-0.722035547639277,0.0398198678709942,-1.41047442819206,-0.0335966670864938,98.1501001721899,2.6858470122601
POSTN,29444,0.806023126161755,0.0399800628919767,0.0368843563726229,1.57516189595089,98.2545354715316,3.29979111997936
CD44,30293,0.49471814512849,0.0400183745212412,0.0225478043366866,0.966888485920293,99.0609496764029,1.22100549922974
REG1A,19104,1.66075205365125,0.0404850170137326,0.0719837621609531,3.24952034514154,95.9195502381237,12.1128388157117
FOXL2,12965,1.342729797568,0.0405691587324227,0.0576603848118704,2.62779921032412,96.3873108526116,8.62314916486097
IRAK4,3079,0.150430767442819,0.0406137170229581,0.00642794130854654,0.294433593577092,97.1953820656013,0.108576249563476
SLC12A4,16566,-0.298043676056029,0.0417850287478995,-0.585005328323095,-0.0110820237889625,98.5776617545625,0.461827234197525
IRS2,30237,-0.42523514281563,0.0417937946041944,-0.834676503178726,-0.0157937824525333,98.4009837448395,0.944420968827236
GAA,25315,0.203250093009779,0.0420900138575475,0.00726604893597793,0.399234137083581,96.2605748583065,0.210911166286548
ATAD2B,22442,0.131991615214375,0.0424152113844865,0.00451755202284387,0.259465678405906,93.6522687648373,0.0828495488332665
PPT1,19975,0.213015965660041,0.0424692552862897,0.00723687682528124,0.4187950544948,98.4204445592951,0.244923081962269
SBK3,5759,-0.781426847360242,0.0426683949737627,-1.53703250832233,-0.0258211863981567,93.5089870808098,2.69584582446673
DPP7,29203,0.191761367884454,0.0428338426381963,0.00618864027320645,0.377334095495701,94.8898820615371,0.183614104475467
CXCR3,12038,0.40377617421656,0.0430542818819729,0.0126169205335515,0.794935427899569,94.2141670411491,0.792464353572393
ESR2,14882,-0.452341413768004,0.0430632301122973,-0.890567178347081,-0.014115649188926,97.381627524087,1.03444034666367
CYP4F2,30867,-1.48284573514392,0.0440383087113557,-2.92610277979883,-0.0395886904890035,98.2357446943153,11.285990659431
MDH2,9102,0.202067703351303,0.044048240925003,0.00538552544324467,0.398749881259362,97.9989601287469,0.219763286431388
NDUFS4,30362,-0.180961701402971,0.0441943213386215,-0.357221927739116,-0.00470147506682636,97.0646429610441,0.170178616759432
HSPD1,18546,0.389022367551261,0.0446657871702939,0.00926628969808391,0.768778445404438,99.4700819861261,0.839267805320612
KDM7A,13191,-0.174801489967413,0.0449071807188356,-0.345632066753458,-0.00397091318136794,95.6769391991088,0.160419690715627
COL5A3,15294,0.514604130162212,0.0449146583084828,0.011672550561029,1.01753570976339,97.6641036488926,1.38056579185353
CA14,27677,-0.498150648235032,0.0452842985385968,-0.985840641251631,-0.010460655218434,98.601737501816,1.33380055081605
MGAM,9835,-0.610902796795444,0.0457260846386513,-1.21020188215996,-0.0116037114309331,95.5528510602572,1.85125709449475
EGF,25670,-1.04607459509299,0.0458108021353676,-2.07268080896131,-0.0194683812246723,98.6516296812868,5.72221274816836
KCNQ3,4550,0.693812430040841,0.0459725230557692,0.012405149044787,1.37521971103689,98.4902627515758,2.5645193114634
ABL1,11425,-0.243650089236371,0.0460629866366948,-0.483043334771348,-0.00425684370139368,98.4575731500775,0.310441895157538
ADORA2A,9452,-0.506267777260766,0.0462465746806631,-1.00410971625494,-0.00842583826659343,97.0135284738373,1.33488387157094
MAP3K19,14901,-0.60066921683132,0.0464156314550551,-1.19179877499211,-0.00953965867053219,90.6813104413891,1.72132775958147
MCOLN3,3883,-0.890804456727972,0.0465737308011732,-1.76809471499285,-0.0135141984630908,99.2061207731904,4.37686358490595
GHRL,10984,-0.287054097244635,0.0466663907914862,-0.569872832897266,-0.00423536159200483,94.3606790169763,0.40958312062715
GJD3,12390,1.31170584897839,0.0467015633278075,0.019146551711581,2.60426514624521,97.3707504039025,8.92354308220003
CCL28,2087,-0.613875053555905,0.046871615185415,-1.21925776820402,-0.00849233890779144,98.5170644075266,2.03571759619576
PTH2R,12217,-0.972296454853528,0.0469430406510166,-1.93145331427692,-0.0131395954301395,98.3396784035367,4.92751976996583
OLR1,29279,0.837896309411479,0.0472806040668404,0.0100583829497751,1.66573423587318,97.8270161985142,3.56610304976078
HDAC3,7228,0.125069566378578,0.0478317044052855,0.00119431874835942,0.248944814008796,97.3943885522506,0.0818403904971477
TPO,12007,-1.03078216169506,0.0487712334055389,-2.05600804410312,-0.00555627928700653,98.0859524190429,5.39569519657811
PRKAB2,8340,-0.231430683626959,0.0487904142520067,-0.461633444657433,-0.00122792259648505,96.5441452466342,0.273099282556892
HEXB,23396,0.202969437712583,0.0488419534670659,0.00103080788085197,0.404908067544315,97.7625569641439,0.219456759795075
GALK2,25829,-0.122476866401485,0.0488498875659415,-0.244335999190438,-0.000617733612530924,95.5847083671252,0.075470307419014
AKR1C2,525,-0.889681240185354,0.0491031169267248,-1.77586685303881,-0.00349562733190001,98.6159567842427,4.38265999760448
IL2,18017,-1.32839858455556,0.0491490817011219,-2.65184620978911,-0.00495095932200829,96.3838740600918,9.31403504352974
EGLN3,20111,0.627512136346748,0.0491608822452721,0.00230620096764278,1.25271807172585,98.3860523554133,2.14205720693478
RIT1,29771,0.237050875444541,0.0492302923766916,0.000798906885543987,0.473302844003538,99.0281784501931,0.32188736493488
SLC6A19,24127,-1.70741404682731,0.0493748976641839,-3.410157602897,-0.00467049075762049,98.3123603394107,15.699176959151
GPR87,21002,1.40584196045583,0.0495180206797514,0.00296336133632735,2.80872055957534,96.8117483501848,10.5274412968399
STAR,4955,-1.11026873361765,0.0496116596907277,-2.21865253695557,-0.00188493027973102,98.8792186155965,6.93978155710269
SLC18A2,502,-0.655058997247746,0.0498533433657413,-1.30969841665614,-0.000419577839356422,97.9350560218317,2.30262145820067
IL9R,2534,0.647638961640741,0.0500980562140735,-0.00027708381430902,1.29555500709579,93.9114405108648,1.89121790467852
PRCP,17263,-0.278298181340979,0.0501015873884594,-0.55671971493397,0.000123352252012487,98.9600148737593,0.432940143336089
ADAM9,18989,0.284238087524718,0.0502399410998703,-0.00029740156543473,0.56877357661487,98.3119604943848,0.443454976588295
PFKFB3,21447,-0.444913629129097,0.0503082812782676,-0.890425202408279,0.000597944150084184,97.5058113426178,1.08108057062089
PIK3CA,4671,-0.178982057079814,0.050371574865341,-0.358253971247859,0.000289857088231676,96.5997914772783,0.175058160120302
APH1B,15084,-0.295310459104277,0.0509597484495709,-0.591853320338706,0.00123240213015197,98.5885860605313,0.503081923775929
SLC12A3,21418,-1.33268949416642,0.0516885959580049,-2.67513639878354,0.00975741045070944,98.565266250411,9.89936861866252
P2RY10,8878,-0.510650046860891,0.0518432237837965,-1.0253787909139,0.00407869719211895,94.865547302425,1.27445120562889
CAMK4,30132,-0.600277430210669,0.0519543756765091,-1.20563638271497,0.00508152229362846,98.7711979890159,2.07222568901805
PSME4,6571,0.177032029793245,0.0521726887904962,-0.00166463340054898,0.355728692987039,97.5942816809181,0.172604119781985
MSH3,22578,-0.122938702434673,0.0522300239322914,-0.247063643112315,0.00118623824296857,94.4905095176474,0.078502932224366
PTPN11,5531,-0.136236005021955,0.0529584558000119,-0.274211123613524,0.00173911356961468,95.2292376699255,0.0987818364207008
CHI3L1,6948,0.844699137458911,0.0534837559854892,-0.0126725689029458,1.70207084382077,97.2676823034971,3.98986656784381
TPT1,22353,-0.268589665762308,0.0535688215610659,-0.54130592098073,0.00412658945611405,98.4244671910949,0.430338045425379
CASP10,28511,-0.249417764214773,0.0537161866112808,-0.50282360939372,0.00398808096417261,97.7382171984957,0.353900767081181
PDE3A,6705,-0.639938644598044,0.0542050826656955,-1.29143488068841,0.0115575914923235,98.8189618506805,2.38080955936042
HCN2,5192,0.734640221664585,0.0543385152685377,-0.0136822502714915,1.48296269360066,98.5377335059024,3.17670411366332
